gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
CAMKK1,1.292726733676146,2.4194601217802596,1.0776606449906434,2.2451039044868026,0.0247614630194321,0.9998773959048307
PRKAR2B,1.7805299773020007,4.347460327148871,1.3475175713856176,3.2262735710959896,0.001254134206716193,0.9998773959048307
ITGA2B,1.7957418860226724,3.3136828806514993,1.4012743481979564,2.364763820099117,0.01804157233639835,0.9998773959048307
KDM7A,9.639698575292119,-0.7738210849947121,0.3729170402868938,-2.0750488752120133,0.03798200525228379,0.9998773959048307
BID,12.844124638276668,0.9250906741171372,0.38173392703293063,2.4233912906497657,0.015376354577642888,0.9998773959048307
CD44,89.96988397298573,-0.5278238776279273,0.20358992631201553,-2.5925834700632535,0.009525806254020667,0.9998773959048307
POU2F2,123.10934826990453,-0.5537449716573364,0.2656945621510387,-2.0841411550701983,0.037147329481335936,0.9998773959048307
RAB27B,1.0249333181476836,4.785066027020387,1.8026309730865033,2.6544900750414238,0.007942837613765193,0.9998773959048307
HERPUD1,263.00000006273007,0.8091281415603533,0.328151851951973,2.4657125557797372,0.013674101774345913,0.9998773959048307
KCNH2,1.0554911504276392,-2.100515561178709,1.0074846763000849,-2.08491067962711,0.03707740908180604,0.9998773959048307
CHI3L2,8.624139076262423,2.136278796189479,0.6824207655338832,3.130442249245139,0.0017454331460482338,0.9998773959048307
FAM107B,76.12008266804514,-0.6786155664956515,0.25861110585247016,-2.6240774318593307,0.008688403023405327,0.9998773959048307
STAG3,16.330893528076473,2.0266906222198613,0.5961689229368464,3.3995241017193267,6.750323026335123e-4,0.9998773959048307
SREBF1,7.597723459785653,1.272108926611349,0.45485725888325,2.7967211729996073,0.00516240636154157,0.9998773959048307
DHRS9,2.3881808457882903,2.5135320555928278,1.0270528108075279,2.4473250344512905,0.01439209834874443,0.9998773959048307
APBB1IP,42.053702659507344,-0.6838908981836842,0.29418721156659194,-2.3246792222607517,0.02008911910999022,0.9998773959048307
SYNJ2,15.252218083241383,0.8351808624008104,0.36153798403426346,2.3100777768392353,0.020883848541102534,0.9998773959048307
RAB21,41.515332452137045,0.8796394630779297,0.289584739260667,3.0375891537783364,0.002384788489307368,0.9998773959048307
TRAF5,30.74966985219003,-0.5546475905977426,0.2813656572393637,-1.9712696852903133,0.04869303687966689,0.9998773959048307
SMAP2,136.3055103129774,0.5715816900889447,0.27733050627637684,2.06101268036964,0.0393018303629282,0.9998773959048307
REST,23.396231440262454,-0.5027444395619565,0.24601144681019466,-2.0435814921646274,0.0409949092062893,0.9998773959048307
CD82,69.22319481897557,-0.6900126771105992,0.26018909701775683,-2.6519661470038796,0.008002456491106936,0.9998773959048307
TMEM40,0.8165856671113607,3.1249467082068376,1.5234058952493579,2.051289625405665,0.040238750198897784,0.9998773959048307
ICAM1,7.628605337658369,2.1417358078268847,0.7263984548257229,2.9484311173827162,0.0031939130869366975,0.9998773959048307
HSP90AB1,314.0741426446528,0.46511608076300837,0.20337569863970673,2.2869796336237385,0.02219701188066717,0.9998773959048307
GADD45B,43.57840359241483,0.9892991977247496,0.4586350492320238,2.1570510133957566,0.031001689870640406,0.9998773959048307
MKNK2,94.18272103080812,0.7953070065258875,0.27673744918555393,2.873868386322481,0.004054778958458408,0.9998773959048307
OSM,1.4383032806762162,2.1748535160515727,1.0451539383647295,2.080893001708816,0.037443700864493196,0.9998773959048307
PIK3IP1,39.352469586859414,0.9514265689401311,0.3968056422586089,2.397714315564245,0.016497726725168922,0.9998773959048307
PHF5A,15.568462298323317,0.765756691574674,0.3518402437993877,2.1764329267896176,0.029522903950237763,0.9998773959048307
TUBB1,2.838982229962654,3.3175480603729595,1.159714856461281,2.8606584126170684,0.004227622855430923,0.9998773959048307
MYL9,4.868509755022363,2.2962020843212656,0.8713059649706938,2.635356782388719,0.008404888622437656,0.9998773959048307
MAP1LC3A,8.6847348130871591,1.0149392033047149,0.46739240755472766,2.1714927048443213,0.029893948008713474,0.9998773959048307
TSC22D1,4.242134925195172,1.7655349003824923,0.8303562209745972,2.1262379395559496,0.03348345255474021,0.9998773959048307
GABPB1,16.632318313457308,1.0044019275966043,0.4816400841876889,2.0853786064973816,0.03703494720698658,0.9998773959048307
CA2,1.445526539045836,2.9545913088817097,1.3477709835765321,2.192205756679236,0.028364652985550427,0.9998773959048307
TRPS1,9.774422586968145,-0.9112690969416186,0.44338586037606065,-2.055250693309705,0.03985479705780275,0.9998773959048307
SNX8,16.419175717017925,0.7807523333301052,0.3771002896885162,2.070410324996049,0.03841393577479411,0.9998773959048307
NAGLU,8.258823093120139,1.113846216399121,0.4222674321070139,2.6377743858703324,0.008345208256433147,0.9998773959048307
LUC7L3,88.883133895267,-0.4515732388951552,0.18815182887021417,-2.4000470343907594,0.016392965341911696,0.9998773959048307
ZNF330,8.376654574934236,0.8724564287069121,0.399601622592648,2.1833155307186782,0.029012581611213624,0.9998773959048307
SC5D,11.184842536364652,1.0675097558029898,0.5088886162273664,2.0977277183304825,0.03592920485801689,0.9998773959048307
CD69,154.775154765562,1.4523768690847394,0.6076025532823366,2.390340299326983,0.016832768013633335,0.9998773959048307
CLEC2B,26.280020475346753,1.1246981795056845,0.4472249719182255,2.514837609987785,0.011908722195437559,0.9998773959048307
CDKN1B,23.204605926686785,-0.5475731790719482,0.25931006027690384,-2.1116542045735636,0.03471611967395585,0.9998773959048307
OAS3,3.6582791717338687,1.8541290380719373,0.8755654961734952,2.1176360262882463,0.03420590463777407,0.9998773959048307
