gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
LAP3,46.34712618933272,0.6632709775563639,0.2529464470967215,2.6221794580207836,0.00873694118405546,0.9998022977397795
CD38,63.74931981017947,1.0313821751510677,0.3362311831006732,3.06747924341763,0.0021587245236152175,0.9998022977397795
COPZ2,2.6348581674657376,-1.669691911889309,0.8223603993916453,-2.0303651697291007,0.04231943434003479,0.9998022977397795
MSL3,17.4571757279709,-0.5606831544382889,0.2729381817169899,-2.054249614001101,0.03995153867560685,0.9998022977397795
TSPOAP1,4.145662986599581,-1.2796285261753861,0.5992484799964335,-2.1353888560268053,0.0327292602014148,0.9998022977397795
MGST1,4.877551828296066,2.0079389283928166,0.9577203207446576,2.0965817315347146,0.03603061785297335,0.9998022977397795
SPRTN,11.272233292835306,-0.9342931589852341,0.36128716319582244,-2.586012607591139,0.009709337901768993,0.9998022977397795
TYROBP,61.970417537330114,-1.1655884530927707,0.5762210310781135,-2.0228148405342767,0.04309224103520053,0.9998022977397795
NUB1,22.99827498065853,-0.582676141310569,0.28139630661483794,-2.07066023118814,0.03839055916121752,0.9998022977397795
MDH1,79.61922829826673,0.3270033322128762,0.1549920807817504,2.1098067111786225,0.03487500817159823,0.9998022977397795
MRE11,14.821452631439817,-0.7260681081354263,0.27578513058409876,-2.6327311650111493,0.008470136131109581,0.9998022977397795
AQR,12.945019301431529,-0.5835990853316169,0.2819402790469073,-2.069938666814335,0.03845808838241254,0.9998022977397795
SLC45A4,1.6230199874481244,3.057573798101878,1.3391465485479646,2.2832256868504817,0.02241707778808753,0.9998022977397795
FAS,14.684252357581297,-0.6733496143873389,0.33596985844605315,-2.0041964999531614,0.045049015360086896,0.9998022977397795
IFNGR1,12.983389184036003,0.787054464188535,0.39651167560951694,1.9849465037282357,0.04715042370013227,0.9998022977397795
IFT88,4.0549334023241626,-1.2536061280863289,0.5671025066561097,-2.2105459125514217,0.02706729778420711,0.9998022977397795
SLC4A7,17.726971650895496,-0.9264114671555297,0.4343020152101154,-2.133104233254206,0.03291617660270296,0.9998022977397795
TPR,78.85570699594984,-0.5761854274398951,0.22165680636851406,-2.599448385455675,0.009337371924402664,0.9998022977397795
C12orf4,7.024536241006682,1.2397817204719754,0.5884792076631074,2.106755352317776,0.035138791443941136,0.9998022977397795
CELF2,76.01757863302521,-0.41910599545318616,0.20707447617443303,-2.023938455361077,0.04297648456709932,0.9998022977397795
LTBP1,5.01080634432139,4.085369855975098,1.9853216738922728,2.0577873649893865,0.039610549475372375,0.9998022977397795
SLC4A8,1.2856683423547357,-1.8989138392679612,0.94211835924323,-2.0155788501917007,0.04384403320989337,0.9998022977397795
HERPUD1,118.19236702583946,0.7069129003409752,0.3097844355412486,2.28195099313454,0.02249223374450244,0.9998022977397795
PLEKHA5,2.8074057476843928,-1.5361620011262893,0.7562163064715318,-2.0313791014292537,0.042216552742275475,0.9998022977397795
FNIP2,4.3635704623955975,-1.3056736567301208,0.659127810990578,-1.980911190453144,0.04760123391777856,0.9998022977397795
SYNE2,85.16159963472766,-0.6162210635287325,0.2970484876855635,-2.0744797198934894,0.03803478030597877,0.9998022977397795
GALC,6.948424134386592,-0.8189246345100264,0.40300484525286007,-2.0320466221595996,0.04214893634103464,0.9998022977397795
NOP58,67.78256660775897,0.42774959797128825,0.18369844431632235,2.3285422996545266,0.019883325870686554,0.9998022977397795
CYFIP2,30.431519713567308,-0.5832304601309889,0.2860147756540354,-2.0391619936323386,0.0414338626878772,0.9998022977397795
SEC61A1,41.98283765767687,0.7132775534710014,0.35355202687883747,2.0174613613951706,0.04364738933667325,0.9998022977397795
GATB,4.891176176273691,1.0164932256885177,0.4998701472891561,2.033514566134942,0.042000563470468905,0.9998022977397795
GNA15,8.621942159527077,1.7876236352743853,0.7088876920068681,2.521730388933126,0.011677917544962392,0.9998022977397795
BCAT1,4.225974487202093,1.0716844992696792,0.5405615220254592,1.9825393699021099,0.047418905565539154,0.9998022977397795
RFXANK,21.106513351326303,0.5892352082741485,0.29483557884680445,1.9985213812350413,0.045660164265741376,0.9998022977397795
SNX24,2.1887474807252802,-2.0725049041041865,0.7047706909491651,-2.940679756862471,0.003274929206898605,0.9998022977397795
ANKRD44,34.37284661390065,-0.8196578401460534,0.2688146574447334,-3.049156053979571,0.002294852411634199,0.9998022977397795
NDUFB4,116.63810275802852,0.4666114265892364,0.20128724153277938,2.3181371210417687,0.020441870032013466,0.9998022977397795
CD84,14.242319827538093,-1.1536037950164182,0.4509162411001492,-2.5583549445942464,0.010516868589176913,0.9998022977397795
ROCK1,60.124193683099044,-0.4653123452873497,0.18193957211053471,-2.5575103859464727,0.010542440978634765,0.9998022977397795
HDAC4,4.487851399973062,-1.1011708051428217,0.5543602875529183,-1.9863811132714042,0.046991022146136444,0.9998022977397795
KIF2A,38.63395324003606,-0.5606891159051137,0.2314117807547203,-2.4229065351664336,0.01539688746729362,0.9998022977397795
ERLEC1,38.96000179939511,1.0769491660290167,0.5113023142970864,2.106286507835495,0.03517947258350178,0.9998022977397795
BCL3,11.43886921854776,1.2163218971846523,0.44233205435664635,2.7497937018237173,0.0059632795052877476,0.9998022977397795
JMJD6,21.28495463375214,1.0554626607214561,0.3109429932319251,3.3943928105632253,6.878095932849442e-4,0.9998022977397795
EIF2B3,9.352671465988767,0.9589774201401539,0.47712444246372443,2.0099104862209285,0.04444066371131263,0.9998022977397795
HLTF,11.897719968843763,-0.76612424171887,0.38920755907690086,-1.9684207663795572,0.04901964445875099,0.9998022977397795
