gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
IL32,5.005231598147193,-2.158455408879009,0.9826215464908533,-2.196629431328169,0.028046922508121266,0.9999984191277086
RHOBTB2,3.4951983311462187,1.3624394445181123,0.6916324760695579,1.9698893439195457,0.048851053968166656,0.9999984191277086
CALCOCO1,12.094626650162727,-0.7298919126117563,0.3435614804492689,-2.124487039866316,0.033629438636019075,0.9999984191277086
SAMD4A,3.583768638378383,1.3054329240444777,0.651464474763961,2.0038436086901945,0.04508681578888789,0.9999984191277086
CD84,14.639867850581364,-0.9291746783718196,0.4711125395840375,-1.9722987615490386,0.048575510936096244,0.9999984191277086
STAG3,51.77323871751271,1.890514557398433,0.6165233740329856,3.0664118134429166,0.002166447043762807,0.9999984191277086
RRP15,20.78679802782664,0.7265734516755171,0.36020773997920197,2.0170956118751606,0.04368553649033039,0.9999984191277086
RORA,4.178482728968907,-1.8538480499004735,0.8252745915550477,-2.24634087717072,0.02468218216507463,0.9999984191277086
TRIB2,6.2165060626352275,-0.9840038448838477,0.49323457551846395,-1.995001757225781,0.04604268821138624,0.9999984191277086
SREBF1,8.15445325640708,1.091315608131393,0.5164145615873798,2.1132549105061154,0.034578955726523454,0.9999984191277086
APBB1IP,31.050549679678454,-0.6706417645056247,0.3264939041319714,-2.054071319611977,0.03996878945104773,0.9999984191277086
RAB21,63.0618820540627,0.9005490617507621,0.39357707906652584,2.288113586001139,0.022130907262137296,0.9999984191277086
SESN1,22.339896081163797,1.588501199956985,0.6375845391113023,2.491436197890116,0.012722781531549055,0.9999984191277086
GSTP1,73.5151675340032,0.6141889640655591,0.23453236385987805,2.6187812801499235,0.008824450690667254,0.9999984191277086
RGS1,18.89070076354216,1.6133875707442165,0.6882200613686036,2.3442902369567844,0.019063330330156194,0.9999984191277086
FKBP5,16.507955175676962,2.190824583950059,0.7420427190477584,2.952423799483512,0.0031528987715605515,0.9999984191277086
HSP90AB1,338.84275253956196,0.4356479521273532,0.17909231027769654,2.4325329850949333,0.01499362577326638,0.9999984191277086
GADD45B,49.296150396833525,0.8859357314214248,0.39208497703535145,2.2595503100378833,0.023849174520004044,0.9999984191277086
PIK3IP1,114.92989512319119,0.8683646161580005,0.41334114396549365,2.100842436896369,0.035654799839395054,0.9999984191277086
RIN3,13.536438656853392,-0.8050644392483678,0.3643869510361103,-2.209366819967675,0.027149136933494272,0.9999984191277086
NFKBIA,426.8207807289712,0.9105798593691811,0.4429634358914746,2.05565467844229,0.03981581334750899,0.9999984191277086
MYL9,4.913262532043807,2.050799107920406,0.9475030510588319,2.1644248064728067,0.030431761710174955,0.9999984191277086
HCK,18.32177663930498,-1.235270742421295,0.5543486137173783,-2.2283283692868925,0.025858625881639643,0.9999984191277086
SMAD7,3.889544021163817,2.202416508087937,1.0170159248759585,2.1655673762990064,0.030344261600395498,0.9999984191277086
COTL1,98.00453730775442,-0.6444321283007143,0.3254183320735312,-1.9803190686721945,0.04766768744530134,0.9999984191277086
GABPB1,30.80823561141662,1.1788411017791847,0.5557704355067307,2.1210935783303433,0.033913928254631805,0.9999984191277086
TRPS1,13.723069996213065,-0.7271848568049265,0.312959861989517,-2.323572269562429,0.020148430112753638,0.9999984191277086
NAMPT,18.24273356223357,0.9511943854396939,0.41571548185396223,2.2880898762722564,0.022132287684271456,0.9999984191277086
SC5D,27.339123425523315,0.9693958546215249,0.47814832203026564,2.02739570538567,0.04262196079774492,0.9999984191277086
CD69,410.56183629820043,1.5041394461844997,0.6960787667994065,2.160875346191902,0.03070496980000342,0.9999984191277086
COX6A1,114.34412942050763,0.3590958070435715,0.145741245575374,2.4639271170346593,0.013742405230516343,0.9999984191277086
RNGTT,23.401866321013472,0.8299493874516003,0.3588777085955481,2.3126245168572055,0.020743292376806,0.9999984191277086
PHACTR1,76.6994944495258,0.7255013776660993,0.3295269023138442,2.2016453666509017,0.027690368684226276,0.9999984191277086
SPARC,2.8968655251950106,2.0829062955886766,1.0240752277125778,2.0339387568637446,0.04195777067363331,0.9999984191277086
HES1,10.686140086594957,2.9282160295700064,0.8871040424726965,3.300871024562073,9.638517940263734e-4,0.9999984191277086
CCDC88A,8.82873894616668,-1.1817718580507817,0.5357665233583554,-2.2057590508698803,0.027400874860187076,0.9999984191277086
NFE2L2,39.99475088804955,0.6679942942582215,0.3163423166939765,2.1116185189489727,0.0347191828506737,0.9999984191277086
BCAS2,41.7497122687528,0.6425952692319918,0.27923895640002677,2.3012378985954776,0.021378187804821782,0.9999984191277086
KMT2A,53.73774869166444,-0.39176572047881053,0.1778721068333573,-2.2025135219534073,0.027629055037059133,0.9999984191277086
TNFAIP3,53.23544539812542,1.68092932656498,0.5404605196631206,3.1101796808631565,0.0018697356788815141,0.9999984191277086
SGK1,13.017984269106687,2.2563801139056507,0.575016935025891,3.9240237573247363,8.708214221084548e-5,0.6079892714446692
ELL2,12.993074577458932,1.243088921520584,0.5349603170240488,2.3237030522858424,0.02014141476695045,0.9999984191277086
LGALSL,1.222191819353463,3.0619696472465496,1.3168260329758528,2.325265122779281,0.02005778801920251,0.9999984191277086
KBTBD7,3.7059058514842143,1.3920665228092357,0.6482007297296726,2.1475855533050496,0.031746694091128236,0.9999984191277086
CLU,4.8734513266334885,1.717286127206824,0.8350918300255288,2.056403937222481,0.039743597111919514,0.9999984191277086
LY9,46.07642063126336,0.8366576776949536,0.3437434661507552,2.4339595078383875,0.014934665697632963,0.9999984191277086
NDUFAF4,13.734540234196748,0.7862642534827212,0.35497829500097283,2.214964307833431,0.02676251447008258,0.9999984191277086
