"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1","DPM1",53.0870677920019,0.532300098483152,0.248724615650991,2.14011828740776,0.0323452085445484,0.319764139613968
"2","LAP3",71.2774287863805,-0.769292140289184,0.255653710969214,-3.00911783119715,0.00262007478239043,0.130177045757616
"3","MAD1L1",95.341415295301,-1.12376033266399,0.395840398728909,-2.83892279886671,0.00452661071062936,0.157423318035663
"4","M6PR",137.096622417172,-0.506297526240818,0.250797114564716,-2.01875339403146,0.0435128573336537,0.34997821534512
"5","RBM5",142.812259118452,0.563360124059965,0.17156281762426,3.28369591885452,0.00102455403511855,0.093640705864887
"6","POLDIP2",39.575405262321,-0.63448484946532,0.267384908155306,-2.37292693085278,0.0176477547436046,0.262782999707439
"7","AK2",29.4505926898166,-0.664696348119913,0.267671737005375,-2.48325189486317,0.0130188990077849,0.236751916433166
"8","CD38",31.6566533772674,-2.41745038342066,0.786012420419024,-3.07558801950218,0.00210087908793869,0.119060101080015
"9","FKBP4",28.2121140612529,-1.65056979394719,0.529355324873189,-3.11807535768643,0.00182036252719798,0.115565769541036
"10","WDR54",46.4266319159506,0.745762279628332,0.25912950938793,2.87795196073901,0.00400266087382105,0.152648239511693
"11","FBXL3",53.9811863379674,0.645079723740993,0.290607459290867,2.2197631310466,0.0264348508687789,0.299425522340592
"12","ZFX",77.9358868457371,0.499209507623643,0.254129657323181,1.96438901654359,0.0494849955955747,0.36168103952389
"13","PHTF2",40.3185944052454,0.602003044349103,0.255434396023773,2.35678144259427,0.018434092794922,0.266317098542641
"14","VPS41",28.2669544620223,-0.687726572633966,0.348635460434176,-1.97262370206834,0.0485384505309623,0.359590832146675
"15","MARK4",28.6044724213159,-0.779922429550541,0.242144984445451,-3.220890291561,0.00127793057081016,0.100360147494291
"16","RPUSD1",25.8993128060703,-0.619628471781205,0.271333920696416,-2.28363807293553,0.0223928102855217,0.282629255532263
"17","LUC7L",69.3333180112576,0.573102607395562,0.224468969675226,2.55314847403968,0.0106753978146291,0.218469015261105
"18","CYTH3",7.59603068056086,1.80480475506443,0.686474706363101,2.62909141201454,0.00856133439971584,0.199606036928411
"19","CYB561",28.4362259307109,0.970036063807865,0.366211414222336,2.64884169672257,0.00807681545730717,0.199004038150833
"20","SPAG9",87.4744599283939,0.429176542897063,0.21674997651943,1.98005346892663,0.0476975208964588,0.358390585786149
"21","MGST1",1.67730184481391,-2.95860551270742,1.41234289614702,-2.09482096789577,0.0361869104529986,NA
"22","CRY1",35.8095367466206,0.718660183829197,0.323735528238053,2.21989902603691,0.02642562264953,0.299425522340592
"23","RPS20",2000.4724616642,0.637176626320861,0.245339487712561,2.59712218469851,0.00940084770162831,0.206779641769011
"24","ETV7",6.46669060497563,-3.33209264359096,0.9792088985949,-3.40284146556704,0.00066688964144391,0.0803450452112311
"25","UQCRC1",73.1911614372071,-0.592458937742275,0.291076750241032,-2.03540453592284,0.0418101853114303,0.346578581718102
"26","NCAPD2",17.4779820091699,-1.08953059054503,0.38774722471374,-2.80989913299673,0.00495570286506412,0.162161610417931
"27","FUZ",6.20657573207144,-1.40189644120835,0.581695656632738,-2.41001703420567,0.015951775720652,0.254316881489252
"28","SCMH1",8.4948091497078,1.05217217215087,0.47550931100247,2.21272674962491,0.0269164900339175,0.301977383428141
"29","LYPLA2",63.9916760324274,-0.611560978802294,0.223441788087019,-2.73700360186932,0.00620016141796665,0.182595810263662
"30","CLCN6",7.83912441858624,1.090782006155,0.513678334231896,2.12347286903982,0.0337142466474097,0.324944039050761
"31","APBA3",18.9614419205398,-0.722768717985469,0.36777774093396,-1.96523236058284,0.0493873501321327,0.36168103952389
"32","PIK3C2A",47.4512438895545,0.920680244048136,0.25577234297275,3.59960828190961,0.000318696904584459,0.0553905669246629
"33","PPP5C",30.8030300802207,-0.502527113019261,0.240580099702872,-2.08881413566586,0.0367244574501943,0.333641704819494
"34","TYROBP",128.395034182579,1.64587863661693,0.835832132419696,1.96914975241761,0.0489358970196899,0.359790832318136
"35","PSMC4",107.292975384517,-0.647884078778929,0.229927026683873,-2.81778131141454,0.00483567334049325,0.16141687882872
"36","MVP",89.4451889632318,-0.839614882865532,0.31666080534079,-2.65146449672526,0.00801435383124436,0.199004038150833
